prompt,completion,id
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'. Entity 2: 'SEAGATE SATA-3 2TB SSHD FIRECUDA'.,No,6721540#27347346
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans 8\"" TT08EC2S Clear Drum Head'. Entity 2: 'HP Color LaserJet Professional CP5225dn'.",No,52799959#17869090
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 8GB (1x8GB) DDR3 1600MHz SODIMM'. Entity 2: 'Crucial 8GB DDR3 1600MHz CT102464BF160B Notebook Ram'.,Yes,7021169#7717624
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T7 Touch 2TB - Zwart'. Entity 2: 'Samsung T7 Portable SSD [2TB] (Indigo Blue)'.,No,23211539#18327954
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cappello New Era Clean Trucker Chicago Bulls Cap'. Entity 2: 'Cooler Master MasterCase H500 Mid Tower PC Case'.,No,49092761#76569969
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair Crystal 460X RGB ATX Mid Tower Case - Black'. Entity 2: 'Corsair Crystal Series 570X RGB ATX Mid-Tower Case Tempered Glass Black'.,No,11410512#74461011
Do the two product descriptions refer to the same real-world product? Entity 1: 'Pokemon SWSH3: Darkness Ablaze Elite Trainer Box'. Entity 2: 'Pokemon Pokemon: Darkness Ablaze Bstr'.,No,63016126#57791020
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Western Digital (WDC) 250GB 2.5\"" SATA SSD Blue 7mm Cased'. Entity 2: 'APPLE - AIRPODS WITH CHARGING CASEIN'.",No,62287971#97396039
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Ubiquiti UniFi Video Camera G3 1080P 802.3af IP UVC-G3-BULLET-3 3 Pack (No PoE Injectors)'. Entity 2: 'UBIQUITI - UVC G3 Bullet Camera, 3-pack'.",Yes,58970863#84429009
Do the two product descriptions refer to the same real-world product? Entity 1: 'SanDisk Extreme microSDHC 32GB 100/60 MB/s A1 V30 GoPro'. Entity 2: '64GB SanDisk Extreme micro SD XC Memory Card V-Class 30 U3 4K Video A1 100MB/s'.,Yes,27429904#26502310
"Do the two product descriptions refer to the same real-world product? Entity 1: '34\"" Blaze 3 Pro Cart'. Entity 2: 'APC Smart-UPS RT 20kVA RM 230V - SURT20KRMXLI'.",No,40521037#70159856
Do the two product descriptions refer to the same real-world product? Entity 1: 'Xerox Toner 106R01634 black Phaser 6000 2000str.'. Entity 2: 'Asus ROG Strix X570-F Gaming ATX - motherboard'.,No,56884127#31886989
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson Blekk Svart T7031 L - WP4000/4500'. Entity 2: 'TISSOT T091.420.46.051.01 T-TOUCH Expert Solar'.,No,62242632#7180445
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sigma 50mm F1.4 DG HSM Canon [ART]'. Entity 2: 'Sigma 50mm F1.4 Art DG HSM Nikon Mount Lens'.,No,28656579#26736430
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Impresora brother laser monocromo hl - l6300dw a4'. Entity 2: 'Evans - Clear EMAD Bass Batter, 20\""'.",No,3598671#62274139
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung Portable SSD T7 Touch 2TB - Zwart'. Entity 2: 'Samsung Portable SSD T5 - 2TB'.,No,23211539#6480791
Do the two product descriptions refer to the same real-world product? Entity 1: 'DYMO D1 Labelling Tape 45803 Black on White 19 mm x 7 m'. Entity 2: 'Dymo Label Casette D1 (19mm x 7m - Black On White)'.,Yes,88730603#35191236
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM Disc Brake Pad Set Organic Compound'. Entity 2: 'Sigma 50mm F1.4 DG HSM Canon [ART]'.,No,18915981#28656579
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-P'. Entity 2: 'Apple AirPods Pro Bluetooth Earbuds w/ Wireless Charging Case, White (MWP22AM/A)'.",No,64536135#88924072
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS Turbo -RTX2060S-8G-EVO NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6'. Entity 2: 'No Break APC Smart-UPS 10Kva Mono230V - SRT10KXLI'.,No,2024149#14418390
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sigma 105mm f1.4 DG HSM Art Lens for Canon'. Entity 2: '3M - PF230W9F EYE PROTECTION FILTER DESKTOPS FRAME STANDARD 23.0 ACCS'.,No,32931015#49127797
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Zip Pocket - Regular Size'. Entity 2: 'Blaze 40\"" Stainless Steel 5 Burner LTE Built-In Gas Grill w/ Rear Burner BLZ-5LTE2'.",No,63928436#92704095
Do the two product descriptions refer to the same real-world product? Entity 1: 'DS-7204HQHI-K1 Turbo HD DVR'. Entity 2: 'Logitech G G402 Hyperion Fury Oyuncu Mouse 910-004068'.,No,69996428#50160182
Do the two product descriptions refer to the same real-world product? Entity 1: 'Carto de memria micro SD Kingston 32Gb classe 10 Canvas Select'. Entity 2: 'TP-Link AC1200 Wireless MU-MIMO Gigabit Indoor/Outdoor Access Point (EAP225-Outdoor) AC1200 Outdoor'.,No,70986060#74927976
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Apple iPad Air Wi-Fi 256 GB Silver - 10.5\"" Tablet - A12 26.67cm-Display'. Entity 2: 'Obiectiv foto CANON EF-S 10-18mm f/4.5-5.6 IS STM'.",No,30143469#14345451
Do the two product descriptions refer to the same real-world product? Entity 1: 'Intel Core i3 8300 Quad Core 3.7GHz Processor'. Entity 2: 'TP-Link TL-WN821 wifi 300Mbps USB adapter TL-WN821N'.,No,75749012#64223023
Do the two product descriptions refer to the same real-world product? Entity 1: 'XPG SX8200 Pro M.2 256 GB PCI Express 3.0 3D TLC NVMe'. Entity 2: 'Jabra Biz 2400 II Mono 3-1 NC IP 2486-820-209'.,No,1237125#8343900
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO'. Entity 2: 'TAG Heuer Carrera Automatic Blue Dial Men's CBK2112.BA0715'.,No,29339493#11406200
Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS Radeon RX 5700 XT TUF OC 8GB GDDR6'. Entity 2: 'Gigabyte Radeon RX 5500 XT OC 4GB GDDR6'.,No,29064292#6721540
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470ST.OO.A099CR.01'. Entity 2: 'Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01'.,No,30674519#25877530
"Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS AMD ATX ROG STRIX B550 F Gaming Motherboard AM4 Dual DDR4, HDMI, Dual M.2'. Entity 2: 'ASUS Scheda Madre ROG STRIX B550-F GAMING'.",Yes,77926243#2208630
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Mount 3.5\"" Twist Lock Suction Cup Base with 1\"" Ball'. Entity 2: 'Razer Viper Ultimate & Mouse Dock'.",No,4287952#51033513
Do the two product descriptions refer to the same real-world product? Entity 1: 'SRAM PG-1170 11-Speed Cassette (11-25T)'. Entity 2: 'Dura-Ace 9100 11-Speed Cassette 11-25T'.,No,9767156#18567164
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson atrament SPro 7880/9880/7800/9800 light black 220ml C13T603700'. Entity 2: 'Epson C13T603100 T6031 Black Ink 220ml'.,No,19042808#20060104
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 128GB USB 3.0'. Entity 2: 'Cle Usb KINGSTON 16GB DT MicroDuo USB 3.0 micro USB OTG'.,No,21755591#74525970
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Catalyst 2960-X 24 GigE PoE 370W, 2 x 10G SFP+, LAN Base'. Entity 2: 'WS-C2960L-16TS-LLCatalyst 2960L 16 port GigE, 2 x 1G SFP, LAN Lite'.",No,45014189#6236857
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC - Schneider SMART-UPS 1000VA LCD 230V'. Entity 2: 'Corsair ML140 140mm PWM Premium Magnetic Levitation Fan - Twin Pack'.,No,77969198#33078108
Do the two product descriptions refer to the same real-world product? Entity 1: 'Fujifilm XF 56mm f/1.2 R'. Entity 2: 'Orologio Garmin Venu 010-02173-12 Venu'.,No,81954319#76426260
Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin fenix 5s Sapphire Black'. Entity 2: 'Fenix 5X Plus GPS Black Smartwatch'.,No,96636315#18346724
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis Minion DHR II 29\"" DD/3C/TR'. Entity 2: 'APC Replacement Battery Cartridge #133UPS battery - Lead Acid'.",No,47784049#9561888
Do the two product descriptions refer to the same real-world product? Entity 1: 'Audio Technica ATH-M50x Professional Monitor Audiophile Headphones - Black'. Entity 2: 'Audio-Technica ATH-M50x Monitor Headphones - White'.,No,74908666#53737120
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master MasterBox Lite 5 Mid Tower Case'. Entity 2: 'Blaze 40\"" Stainless Steel 5 Burner LTE Built-In Gas Grill w/ Rear Burner BLZ-5LTE2'.",No,23276195#92704095
Do the two product descriptions refer to the same real-world product? Entity 1: 'Cooler Master Hyper H411R CPU Cooler RR-H411-20PW-R1 | PCByte'. Entity 2: 'Cooler Master MasterLiquid ML120L V2 RGB All In One Liquid CPU Cooler'.,No,90916504#35737919
Do the two product descriptions refer to the same real-world product? Entity 1: 'SanDisk SD Extreme V30 U3 UHS-I C10 - 128GB'. Entity 2: 'SANDISK EXTREME SDXC 128GB 150MB/S C10 U3'.,Yes,24802094#83274921
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston DataTraveler microDuo 128GB USB 3.0'. Entity 2: 'Kingston 16GB DataTraveler microDuo USB 3.0 OTG Flash Drive'.,No,21755591#38117313
Do the two product descriptions refer to the same real-world product? Entity 1: 'SanDisk CFast 2.0 64GB Extreme Pro Memory Card | Read 525 MB/s | Write 430MB/s | 4K Video'. Entity 2: 'Sandisk Extreme Pro 64GB CFast 2.0'.,Yes,81920536#87998765
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Speed Dome IP, 2 MP, IR 150m, Hikvision DS-2DE5225IW-AE'. Entity 2: 'Corsair Crystal Series 570X RGB CC-9011098-WW Steel / Tempered Glass ATX Mid Tower Case'.",No,12176070#18666720
Do the two product descriptions refer to the same real-world product? Entity 1: 'Transcend 128GB Internal SSD 2.5″ SATA3'. Entity 2: 'Crucial MX500 2TB 3D NAND SATA 2.5 Inch Internal SSD'.,No,25870078#52356483
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Smart UPS SRT 6000VA / 230V On Line / Web Card - SRT6KRMXLI'. Entity 2: 'APC Smart-UPS SRT 6000VA RM 230V'.,Yes,84668470#1017836
Do the two product descriptions refer to the same real-world product? Entity 1: 'instax square film 10pk black'. Entity 2: 'Fujifilm Instax Black Square Film (10 Pack)'.,Yes,17813216#36022457
Do the two product descriptions refer to the same real-world product? Entity 1: 'HyperX FURY - DDR3 - 8 GB: 2 x 4 GB - DIMM 240-pin - unbuffered'. Entity 2: 'EPSON Magenta ink cartridge Discproducer'.,No,68731207#96384448
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Sandisk 128gb Extreme Pro USB 3.1 Solid State Flash Drive, 420MB/s'. Entity 2: 'SanDisk SSD Plus 120GB 240GB 530MB/s 480GB 1TB 535MB/sSolid State Drive (120GB)'.",No,38383881#60638240
"Do the two product descriptions refer to the same real-world product? Entity 1: 'ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0)'. Entity 2: 'Asus ROG Strix X570-F GAMING Motherboard,DDR4, 3x PCIe x16, SATA III RAID, USB 3.2, GLAN, M.2, DisplayPort, HDMI, 8ch audio, ATX, scAM4, Ryzen | 90MB1160-M0EAY0'.",No,77308213#83211359
Do the two product descriptions refer to the same real-world product? Entity 1: 'Ext. HDD LaCie Mobile Drive 2TB USB-C'. Entity 2: 'Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14)'.,No,81439789#31803140
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM 2.75\"" Diameter Suction Cup Base with 1\"" Ball'. Entity 2: 'RAP-B-224-1U RAM Mounts 3.3\"" Diameter Suction Cup Base with 1\"" Composite Ball'.",Yes,2701835#81948691
"Do the two product descriptions refer to the same real-world product? Entity 1: '3M - Lightweight 300 Privacy Filter PF322WSkjermfilter mot innsyn, m/ramme 20\""-23\""W (30,7 x 48,5)'. Entity 2: '3M - Privacy filter PF19 |30.2 cm x 37.7 cm|'.",No,562267#15725521
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Blaze Cart For Professional 3-Burner Grill, Cart Only'. Entity 2: 'Blaze Grill Cart for 40\"" Gas Grill'.",No,96037332#42210935
Do the two product descriptions refer to the same real-world product? Entity 1: 'Evolis RCT023NAA Black Monochrome Ribbon'. Entity 2: 'Zebra 800015-101 Black Monochrome Ribbon - 1000 Prints'.,No,70269940#30102088
Do the two product descriptions refer to the same real-world product? Entity 1: 'Asus GeForce GTX 1660 Super Phoenix OC 6GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 x16'. Entity 2: 'PH-GTX1660S-O6G 6 GB Geforce GTX 1660 Super Overclocked Phoenix Fan Edition Hdmi DP Dvi Graphics Card'.,Yes,64518758#87637930
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon EF-M 18-150mm f/3.5-6.3 IS STM (Black)'. Entity 2: 'Canon EF-M 18-150mm f/3.5-6.3 IS STM Schwarz EU10'.,Yes,40876435#89258775
Do the two product descriptions refer to the same real-world product? Entity 1: 'TP-LINK EAP110 Access point - Wit'. Entity 2: 'TP-Link 300Mbps Wireless N Ceiling Mount Access Point with Passive PoE (EAP115)'.,No,85333987#32658304
Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial 8GB DDR3 1600MHz CT102464BF160B Notebook Ram'. Entity 2: 'Crucial Crucial Memory 4GB DDR3L 1600 1.35V SODIMM Retail CT51264BF160BJ'.,No,7717624#36868284
Do the two product descriptions refer to the same real-world product? Entity 1: 'ZOTAC GeForce RTX 2060 SUPER AMP! 8GB 256Bit GDDR6'. Entity 2: 'Gigabyte GeForce RTX 2060 SUPER 8GB Aorus'.,No,76497591#8882504
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM 3.3\"" DIA. SUCT CUP W 1\"" BALL'. Entity 2: 'RAM 2.75\"" Diameter Suction Cup Base with 1\"" Ball'.",No,74021002#2701835
Do the two product descriptions refer to the same real-world product? Entity 1: 'Relógio Swiss Military Hanowa06-6278.04.001.07 Navalus'. Entity 2: 'Swiss Military Hanowa Navalus Day-Date 06-6278.04.001.07'.,Yes,77146001#76195289
Do the two product descriptions refer to the same real-world product? Entity 1: 'Mavic Mini Drone by DJI - Fly More Combo'. Entity 2: 'DJI DJI | Mavic Mini Drone Fly More Combo'.,Yes,41530379#7736538
Do the two product descriptions refer to the same real-world product? Entity 1: 'DS-7208HUHI-K2-P Hikvision 8 Channel 5MP / 1080P HD-TVI Hybrid DVR with Power over Coax (PoC / Turbo4.0)'. Entity 2: 'maintenance kit EPSON Business Inkjet B300/310/B500DN/B510DN (´odpad. nadoba´)'.,No,13887167#93094504
Do the two product descriptions refer to the same real-world product? Entity 1: 'Asus Radeon Dual Evo RX5500 XT 8gb Gddr6 Version OC'. Entity 2: 'ASUS Radeon RX 5500 XT DUAL EVO 8GB'.,Yes,51683015#83724071
Do the two product descriptions refer to the same real-world product? Entity 1: 'Maxxis High Roller II 29er Dual Compound Folding Tubeless Ready Mountain Bike'. Entity 2: 'Brother Monochrome Compact Laser All-in-One Printer with Duplex Printing and Wireless Networking'.,No,93725418#54829738
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans EC2S 13'' Clear Batter - TT13EC2S'. Entity 2: 'EPSON S042091 premium glossy photo paper 255g/m², A2/25vel'.",No,74972794#51946981
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Carto de memria micro SD Kingston 32Gb classe 10 Canvas Select'. Entity 2: 'ShimanoSm-Sh10 Spd-Sl Cleats, Fixed'.",No,70986060#70495926
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung MLT-D103L must toonerikassett'. Entity 2: 'JABRA Evolve 40 UC USB - Mono'.,No,61868905#51400506
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Elixir Phosphor Bronze Acoustic Guitar Strings with NANOWEB Coating, Extra Light (.010-.047)'. Entity 2: 'Elixir Phosphor Acoustic Strings - Extra Light'.",Yes,7413764#32413380
Do the two product descriptions refer to the same real-world product? Entity 1: 'Gorra New Era NY Yankees MLB 9Fifty Cap'. Entity 2: 'Daniel Wellington DW00100150 Classic Cornwall Rose 36mm Black'.,No,84459988#32867763
"Do the two product descriptions refer to the same real-world product? Entity 1: 'MAXXIS AGGRESSOR 29X2.3 EXO/TR'. Entity 2: 'Maxxis Maxxis Aggressor Tire - 29 x 2.3, Folding, Tubeless, Black, Dual, EXO'.",Yes,14639066#35599020
Do the two product descriptions refer to the same real-world product? Entity 1: 'Switch D-Link - Web smart - switch - 24 porte - gestito dgs-1210-24'. Entity 2: 'D-Link DGS-1210-28P'.,No,34259452#37254069
Do the two product descriptions refer to the same real-world product? Entity 1: 'Swiss Military Hanowa06-4226.30.003.03 Immersion Uhr'. Entity 2: 'Relógio Swiss Military Hanowa06-4307.30.007 Undercover Multifunction'.,No,6800809#31373426
Do the two product descriptions refer to the same real-world product? Entity 1: 'G.Skill Trident Z Neo DDR4 3600MHz 16GB (2X8) Desktop Memory for AMD X570 F4-3600C16D-16GTZNC | PCByte'. Entity 2: 'CRUCIAL - DDR3 8GB 1600Hz CL11 Unbuffered CT102472BD160B'.,No,66692743#36133874
Do the two product descriptions refer to the same real-world product? Entity 1: 'Hikvision 32 Turbo HD/CVI / AHD / CVBS Ref: DS-7332HQHI-K4'. Entity 2: 'Epson T7551 (Prentar 5000 síður) XL svart blekhylki (100ml) fyrir WorkForce WF-8XXX prentara'.,No,71442235#57534412
Do the two product descriptions refer to the same real-world product? Entity 1: 'EVOLIS RCT023NAA BLACK MONOCHROME RIBBON (2000 PRINTS)'. Entity 2: 'Zebra 800015-101 Black Monochrome Ribbon - 1000 Prints'.,No,6612505#30102088
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Mount Double Socket Clamp Arm - SHORT - for 1.5\"" C Size Balls'. Entity 2: 'RAM-201U-D RAM Mounts C-Size Double-Socket Long Arm with 1.5-Inch Sockets'.",No,77338417#72558082
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon Ink Jet Cartridge PGI-72 PBK/GY/PM/PC/CO Multipack 40433'. Entity 2: 'Dymo 40913 Black On White - 9mm'.,No,30007794#46010816
Do the two product descriptions refer to the same real-world product? Entity 1: 'Swiss Military Hanowa Immersion 06-4226.30.003.03'. Entity 2: 'Crucial 4GB DDR4-2666 SODIMM | CT4G4SFS8266 | Crucial UK'.,No,58599683#61869387
Do the two product descriptions refer to the same real-world product? Entity 1: '002 Traveler's Notebook Regular- Refill - Grid Notebook'. Entity 2: '014 Traveler's Notebook Regular- Refill - Kraft Paper Notebook'.,No,21924094#61787029
"Do the two product descriptions refer to the same real-world product? Entity 1: 'RAM Motorcycle Fork Stem Base w 1\"" Ball (RAM-B-342U)'. Entity 2: 'Omega Seamaster Planet Ocean Automatic Chronograph Stainless Steel Watch 232.30.46.51.01.002'.",No,20152457#45633828
"Do the two product descriptions refer to the same real-world product? Entity 1: 'DJI Mavic Air Car Charger'. Entity 2: 'Logitech H151 Wired Headset, Stereo Headphones with Rotating Noise-Cancelling Microphone, 3.5 mm Audio Jack'.",No,62242636#75799899
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Crucial MX500 250GB SATA 2.5-inch, SATA 6.0Gb/s 7mm Solid State Drive'. Entity 2: 'RAM-B-408-75-1-UN7U RAM Mounts X-Grip® Phone Mount with RAM® Torque™ Medium Rail Base'.",No,19102781#11763693
Do the two product descriptions refer to the same real-world product? Entity 1: 'Park Tool PH-1.2 P-Handle Hex Set with Holder'. Entity 2: 'Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100'.,No,22422851#48521210
Do the two product descriptions refer to the same real-world product? Entity 1: 'Seiko Presage Watch Zen Gardens Mens'. Entity 2: 'Seiko Mens Presage Automatic Blue Date Dial Stainless Steel Bracelet Watch SRPD41J1'.,Yes,67462269#12110339
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Deore XT CS-M8000 Cassette 11-speed, silver/grey'. Entity 2: 'Corsair Vengeance LPX, 16GB, DDR4 memory module 2133 MHz'.",No,17103408#52249526
Do the two product descriptions refer to the same real-world product? Entity 1: 'DS-7216HQHI-K1 Hikvision 16 cs. TurboHD DVR'. Entity 2: 'WD MY PASSPORT- 1TB RED WORLDWIDE'.,No,3762458#92858368
Do the two product descriptions refer to the same real-world product? Entity 1: 'SEAGATE SATA-3 2TB SSHD FIRECUDA'. Entity 2: '8TB - Seagate Enterprise Ironwolf Pro SATA - ST8000NE001'.,No,27347346#83418921
Do the two product descriptions refer to the same real-world product? Entity 1: 'Canon EF-S 10-18/4.5-5.6 IS STM'. Entity 2: 'Audio Technica ATH-M40x Professional Monitor Headphones'.,No,27365404#52490674
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung MZ-V7S500B/AM 970 EVO Plus M.2 Internal SSD, 500GB'. Entity 2: 'SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM'.",Yes,20456341#3223487
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson C13T603100 T6031 Black Ink 220ml'. Entity 2: 'Epson Stylus Pro 9880 Black Photo Ink'.,Yes,20060104#29467728
Do the two product descriptions refer to the same real-world product? Entity 1: 'TAG Heuer Automatic Chronograph Watch CBL2111.FC6453'. Entity 2: 'TAG Heuer Automatic Chronograph Watch CBG2A1Z.BA0658'.,No,13718289#18137846
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Lant Shimano CN-HG601-11, 11 Viteze'. Entity 2: 'SRAM Cassette Sram PG 1130 11 vitesses 11-36'.",No,77806817#41182463
Do the two product descriptions refer to the same real-world product? Entity 1: 'Evans EC2S 13'' Clear Batter - TT13EC2S'. Entity 2: 'Evans EMAD2 Clear Bass Batter'.,No,74972794#63899324
Do the two product descriptions refer to the same real-world product? Entity 1: 'Omega Seamaster Planet Ocean 600m Co-Axial Master Chronometer GMT 45.5mm (215.92.46.22.01.004) ETNZ Deep Black'. Entity 2: 'Omega Seamaster Planet Ocean 600m Co-Axial Master Ceramic 215.92.46.22.01.004 Black Dial Replica'.,Yes,57083116#1515409
Do the two product descriptions refer to the same real-world product? Entity 1: 'LOGITECH UC Corded Stereo USB Headset H570e (Leatherette Pad) - Business EMEA'. Entity 2: 'LOGITECH Corded USB Headset H540 - USB - EMEA'.,No,78504449#78504458
Do the two product descriptions refer to the same real-world product? Entity 1: 'Corsair 8GB (1x8GB) 2666MHz CL16 Vengeance LPX Black'. Entity 2: 'Corsair 8GB (1x8GB) 3000MHz CL16 Vengeance LPX Black'.,No,82583255#47751906
Do the two product descriptions refer to the same real-world product? Entity 1: 'Epson T7891 Black Cart - Compatible'. Entity 2: 'JABRA Evolve 20 UC USB - Mono'.,No,75384375#38552937
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Memoria USB Kingston Technology - Color blanco, 16 GB, USB 3.0'. Entity 2: 'Jabra BIZ 2300 Mono USB MS Lync Headset'.",No,28824028#61154808
Do the two product descriptions refer to the same real-world product? Entity 1: 'DVR 8 canale Hikvision TurboHD 5MP 4 canale alarma audio DS-7208HUHI-K1 H.265'. Entity 2: 'DVR Hikvision TurboHD 4 canale DS-7204HQHI-K1'.,No,69817830#10999896
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Smart UPS SRT 6000VA / 230V On Line / Web Card - SRT6KRMXLI'. Entity 2: 'Ilford FP4 Plus 125 120'.,No,84668470#76157897
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano M05 Disc Brake Pads (Deore) (Resin)'. Entity 2: 'Shimano Shimano M05 Resin Disc Brake Pads and Spring for Deore BR-M515, BR- M515LA and Nexave BR-C601 Calipers'.",Yes,4484537#25657556
Do the two product descriptions refer to the same real-world product? Entity 1: 'Manfrotto Befree Advanced Twist Tripod'. Entity 2: 'AMD Ryzen 9 3900XT 12-Core 3.8 GHz Socket AM4 105W 100-100000277WOF Desktop Processor'.,No,16470846#44141044
Do the two product descriptions refer to the same real-world product? Entity 1: 'APC Smart UPS RM 3000VA'. Entity 2: 'APC Smart-UPS SRT 6000VA RM 230V'.,No,18693009#1017836
Do the two product descriptions refer to the same real-world product? Entity 1: 'KINGSTON 8GB 1600MHz DDR3 CL10 DIMM (Kit of 2) HyperX Fury Series'. Entity 2: 'Kingston HyperX Fury 4GB DDR3 1600MHz CL10 Ram'.,No,78196838#21463573
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Headset Audio-Technica ATH-M50X'. Entity 2: '43\"" 2020 Q60T 4K Smart QLED TV'.",No,3764542#29825517
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Garmin fenix5S Sapphire Black Optic, Black band'. Entity 2: 'Gorra New Era Clean Trucker 2 NY Yankees Cap'.",No,5092599#64692163
Do the two product descriptions refer to the same real-world product? Entity 1: 'Kingston 4GB DDR3 1600MHz HyperX Fury Black Series'. Entity 2: 'Asus GeForce GTX 1660 Super Phoenix OC 6GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 x16'.,No,8315719#64518758
Do the two product descriptions refer to the same real-world product? Entity 1: 'Logitech 3.5 mm Analog Stereo Headset H151 with Boom Microphone - Black'. Entity 2: 'Logitech H151 Stereo Headset On Ear Kabelgebunden'.,No,46809516#50278024
Do the two product descriptions refer to the same real-world product? Entity 1: 'Traveler's Company 002. GRID REFILL MIDORI TRAVELER'S NOTEBOOK'. Entity 2: 'Traveler's Company 001. LINED REFILL MIDORI TRAVELER'S NOTEBOOK'.,No,29929454#59585994
Do the two product descriptions refer to the same real-world product? Entity 1: 'TAG Heuer Formula 1 Calibre 5 Men's Watch'. Entity 2: 'TAG Heuer Carrera Automatic Blue Dial Men's CBK2112.BA0715'.,No,9242778#11406200
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 EVO Plus 2TB SSD'. Entity 2: 'Samsung SSD 970 EVO Plus NVMe M.2 PCIe 2TB'.,Yes,19411291#21668308
"Do the two product descriptions refer to the same real-world product? Entity 1: 'Shimano Shimano M05 Resin Disc Brake Pads and Spring for Deore BR-M515, BR- M515LA and Nexave BR-C601 Calipers'. Entity 2: 'Canon EF-S 55-250mm f/4-5.6 IS STM'.",No,25657556#61201533
Do the two product descriptions refer to the same real-world product? Entity 1: 'Samsung 970 Evo 500GB NVME M.2 High Speed Solid State Drive with V-Nand'. Entity 2: '619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard Drive'.,No,42341716#47613152
Do the two product descriptions refer to the same real-world product? Entity 1: 'Sigma 35mm f1.4 EX DG HSM A Nikon'. Entity 2: 'Sigma Sigma 35mm F1.4 ART DG HSM - Nikon AF mount'.,Yes,14519075#31585097
