id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,specTableContent_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,specTableContent_right,cluster_id_right,pair_id,label,is_hard_negative
53464814,,"D-Link DGS-1210-28P 24-port 1Gb Smart Switch, 4x SFP, PoE",,296.6,EUR,,56526,34259452,,Switch D-Link - Web smart - switch - 24 porte - gestito dgs-1210-24,24-PORT 10/100/1000MBPS GIGABIT SMART SWITCH WITH 4 COMBO1000BASET/SFP,2.9698E2,EUR,,793378,53464814#34259452,0,True
33972604,,652589-B21 HP G8 G9 900-GB 6G 10K 2.5 SAS SC,Description:HP 900GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 10K Enterprise Hot-Plug Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HP serial number and firmwareGenuine HP Certified Hard DrivePart Number(s)Option Part# 652589-B21Spare Part# 653971-001Assembly Part# 641552-004Assembly Part# 689287-004Assembly Part# 666355-004Assembly Part# 619286-004Assembly Part# 507129-018Model# EG0900FBLSKModel# EG0900FBVFQModel# EG0900FCHHVModel# EG0900FCSPNSmartBuy Part# 652589-S21 Refurbished with 30 Days Warranty90 Days Warranty with Server Purchase,183,CAD,,603762,66047716,HP,HP 900GB 6G SAS 10K 900 SAS 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 619291-B21,"Performance and Reliability for Multiple Application Environments - High reliability for Mission Critical applications. High availability for Business Critical applications. Robust SAS interface (dual port, full duplex). Ideal for transaction processing, database applications, analytics, high performance computing and business applications. Maintaining existing universal hot plug carriers to support HP ProLiant G7 and earlier servers and server storage.Hard drive capacity - 900 GB. Hard drive size - 63.5 mm (2.5).",170.00,USD,,3775297,33972604#66047716,0,True
20900807,,SANDISK EXTREME PRO SDXC 256GB V30 UHS-I U3 - SDSDXXY-256G-GN4IN,,,,,1600396,24802094,SanDisk,SanDisk SD Extreme V30 U3 UHS-I C10 - 128GB,"Built for extreme conditions temperature proof, water proof, shock proof, and x-ray proof. Delivers 4K Ultra HD and Full HD video recording and playback. Meets the new UHS Speed Class 3 (U3) and UHS Video Speed Class 30 (V30) for 4K UHD. Transfer faster with read speeds up to 90MB/s. Up to 128GB2 for more space to catch the thrillRead - 90MB/s - Write - 40MB/s",57.00,SGD,,2427670,20900807#24802094,0,True
39833087,,Cappello New Era Clean Trucker 2 NY Yankees Cap,,2.19E1,EUR,,78575500,84459988,,Gorra New Era NY Yankees MLB 9Fifty Cap,,3.19E1,EUR,,76491423,39833087#84459988,0,True
49058519,ASUS,ASUS Prime X570-P ATX Motherboard - Socket AM4 - AMD X570 - USB 3.2 Gen 3,"Product InformationDressed in a professional attire, the Prime X570 series cater to users with serious pursuits in mind, who prefer to put their Ryzen™ processors to more productive use. Prime X570, known for its all-around specs and ASUS signature features, includes a wide range of tuning options for accessible performance.Hosting the latest Ryzen processor with increased number of cores and bandwidth, the Prime X570 series is ready for action with stable power, intuitive cooling and flexible transfer options. It provides all the fundamentals to increase your everyday productivity.Power delivery enhancementsThe 3rd Gen AMD Ryzen™ processors boast more cores and bandwidth,",163.97,GBP,,2848082,77308213,ASUS,ASUS PRIME X570-PRO (AM4) (D) (90MB11B0-M0EAY0),,87700,,,2848082,49058519#77308213,1,False
96279287,SRAM,"SRAM Sram Level Ultimate, Level TLM Disc Brake Pads",Original equipment pads for no-compromise disc brake performance.,25.00,USD,,188533,82531103,SRAM,SRAM Disc Brake Pad Organic Hrd,Features:Metallic pads deliver more brake power and wear less compared to organic pads. Under wet conditions they tend to be more noisy. With sintered pads thermal stress on the brake is higher than with organic pads.,1390.0,INR,,188533,96279287#82531103,1,False
2687477,,Hydro Flask Standard Mouth 621ml Insulated Bottle,"Keep life moving with our 21 oz bottle and Standard Flex Cap. It stashes easily into a small shoulder bag, your packs side pocket, or your car cup holder, and holds enough ice cold goodness to keep you going for hours without weighing you down. No wonder it's one of our bestselling water bottles.Versatile, middle-of-the-road sizeTempShield insulation eliminates condensation and keeps beverages cold up to 24 hours and hot up to 12 hoursDurable 18/8 Pro-Grade Stainless Steel constructionBPA-Free and Phthalate-FreeTechnical SpecificationsExternal Dimensions:4.9 x 7.3 x 23.9 cmWeight: 320gMaterial: Stainless SteelWarranty: Limited Lifetime** Warranty is offered by the brand from the",4.995E1,AUD,,1558854,9951028,HYDRO FLASK,HYDRO FLASK HYDRO FLASK 21OZ STANDARD MOUTH BOTTLE-OLIVE,"Hydro Flask's unique double wall vacuum insulation protects temperature for hours. Cold drinks stay icy cold and hot drinks stay piping hot so you can stay refreshed for any adventure.Product BenefitsVersatile, middle-of-the-road sizeTempShield™",33.00,USD,,1446023,2687477#9951028,0,True
23605781,,LACIE 2TB 2.5 MOBILE PORTABLE USB 3.0 MOON SILVER,,2384.81,ZAR,,137764,5312650,,"LaCie Mobile Drive 2,5"" 5 TB Moon Silver USB 3.1 Gen 2","Like an airy loft or vast landscape, LaCie Mobile Drive articulates the beauty and importance of premium space. With up to 5 TB of capacity, there’s room for photos, playlists, docs and more. And with Mac®, Windows®, USB-C, and USB 3.0 compatibility, access is easy.",199.00,EUR,,500837,23605781#5312650,0,True
415992,,Epson Ink Cartridge - Matte Black 700ml,Epson Ink Cartridge - Matte Black 700ml,262.17,GBP,,833964,29914496,,Epson - Ink Cartridge Black 10K,,3905.00,CZK,,193507,415992#29914496,0,True
44763957,,Ubiquiti UniFi Video Camera G3 MICRO,"The Ubiquiti UniFi UVC G3 Micro is a dual band IP camera that records in Full HD (1080p with 30fps). Thanks to the IR LEDs with IR Cut filter, the surveillance images are also clear in the dark. Live streaming is possible via WiFi and thanks to the built-in microphone you can hear what is being said with the camera.Security camera with Full HD recordingsWith the Ubiquiti UniFi G3 UVC Micro you can monitor your premises from the inside, The indoor IP camera records images in Full HD quality (1920x1080p) at 30 frames per second. The images are of excellent","€ 210,–",EUR,,591042,5708838,Ubiquiti,Ubiquiti UniFi Full HD IRNV Indoor Micro Security Camera,"Ubiquiti UniFi G3-MICRO Security Camera for Indoor Use, 1920x1080, 30Hz, IRNV, PoE, Dual-Band 802.11a/b/g/n, Mic/Speaker",189.98,GBP,,591042,44763957#5708838,1,False
48658824,,Logitech C922 Pro Stream webcam + Tripod (price includes delivery),"C922 Pro Stream Webcam Background Replacement + TripodOptimized for streaming and recording Connect with superior clarity every time you go live on channels like Twitch and YouTube. Stream anything you want in your choice of 1080p or fluid HD 720p at 60fps. Broadcast your gameplay in full HD with integrated background replacement (Powered by Personify), reliable no-drop audio, autofocus, and a 78-degree field of view. Includes free 3-month premium XSplit license.Full HD 1080p at 30fps / 720p at 60fps streamingStream and record vibrant, true-to-life HD 1080p video that captures the most exciting details. Get fast, smooth uploads with H.264 –",285.00,AUD,,58883,25980770,,Logitech HD Pro Webcam C920 - webkamera,"Kabeltilslutning USB 2.0, Farve Sort, OS systemkrav Microsoft Windows 7 64-bit Edition,Google Chrome OS,Microsoft Windows Vista / 7 / 8 / 10",,,,236410,48658824#25980770,0,True
91137581,,Elixir Guitar Strings Phosphor Bronze Nanoweb Light 12 - 53,Elixir Guitar Strings Phosphor Bronze Nanoweb Light 12 - 53,22.81,USD,,580455,7413764,,"Elixir Phosphor Bronze Acoustic Guitar Strings with NANOWEB Coating, Extra Light (.010-.047)","Strum confidently with the same premium acoustic guitar strings that experienced players worldwide trust to keep their incredible tone longer than any other string available.Unlike other string brands, Elixir Strings coats the whole string. This protects not only the outer string surface but also the gaps between the windings where common tone-deadening gunk typically builds up in other brands’ coated and uncoated guitar strings. Anti-Rust Plating on plain steel strings ensures longer tone life for the entire set.Who wouldn’t love more quality playing time between the hassle and cost of string changes?Engineered to endure, these acoustic strings constructed with phosphor",17.99,USD,,2603630,91137581#7413764,0,True
35583855,,HP 300GB 6G SAS 15K rpm SFF (2.5-inch) SC Enterprise,HP 300GB 6G SAS 15K rpm SFF (2.5-inch) SC Enterprise,,,,199460,79788718,,HP 300GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise,HP 300GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise,,,,3747560,35583855#79788718,0,True
88945662,Corsair,Corsair Vengeance LPX 16GB(2x8GB),Corsair Vengeance LPX 16GB(2x8GB) 3200MHz CL16,"€67,00",,,760884,31803140,,Corsair Vengeance LPX 16GB DDR4 2400MHz(CMK16GX4M1A2400C14),,23375,HUF,,150984,88945662#31803140,0,True
16958158,,SRAM Guide Trail Brake Pad,DescriptionGenuine replacement pads for Sram Guide / Avid Elixer Trail brakes. Available in a variety of options to ensure you can get the right braking surface for your riding.Specifications﻿Genuine replacement Sram pads,34.95,AUD,,183990,82531103,SRAM,SRAM Disc Brake Pad Organic Hrd,Features:Metallic pads deliver more brake power and wear less compared to organic pads. Under wet conditions they tend to be more noisy. With sintered pads thermal stress on the brake is higher than with organic pads.,1390.0,INR,,188533,16958158#82531103,0,True
35599020,Maxxis,"Maxxis Maxxis Aggressor Tire - 29 x 2.3, Folding, Tubeless, Black, Dual, EXO",The Aggressor is a true all-condition tire designed to handle everything from loose XC trails to aggressive all mountain riding.,64.99,USD,,2224600,3447561,Maxxis,"Maxxis Maxxis, High Roller II, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black",,88.00,CAD,,1496586,35599020#3447561,0,True
17007886,Tissot,Tissot Seastar 1000 Powermatic 80 Silicium,"The automatic choice for real divers. With its high water-resistance up to a pressure of 30 bar (300 m/1000 ft), screw-down crown and caseback as well as its unidirectional ceramic bezel, the Tissot Seastar 1000 Silicium is the ultimate diving watch, now combined with the energy of the Powermatic 80 movement upgraded with a Silicon Balance Spring, making this watch even more appropriate for water sports activities.Case Size:43MMMovement:Swiss AutomaticWater Resistance:300 meters/ 1000 feetGlass Type:Sapphire CrystalDial Color:BlueStrap Color:GreyStrap Material:Stainless SteelClasp:Folding clasp with safety and diver extensionMade In:SwitzerlandWarranty:﻿2 Years International",1150.0,CAD,,3457955,962259,Tissot,TISSOT SEASTAR 1000 POWERMATIC 80,"The Tissot Seastar 1000 is the ultimate watersport watch, with its high water-resistance up to a pressure of 30 bar (300 m/1000 ft), screw-down crown and caseback as well as its unidirectional ceramic bezel.",695.0,USD,,973707,17007886#962259,0,True
87824933,,Wd Blue 3D Nand 250Gb Pc Ssd - Sata Iii 6Gb/S M.2 2280 Solid State Drive,,75.90,AUD,,3065693,35469349,WD,WD Blue 3D - 2048 GB - M.2 - 560 MB/s - 6 Gbit/s WDS200T2B0B,"WD Blue 3D - 2048 GB - M.2 - 560 MB/s - 6 Gbit/s TB - M.2 - SATA 6Gb/s - 560/530 MB/s Western Digital Blue 3D. SSD capacity: 2048 GB, SSD form factor: M.2, Read speed: 560 MB/s, Write speed: 530 MB/s, Data transfer rate: 6 Gbit/s, Component for: PC/notebook WDS200T2B0B A NEW DIMENSION OF STORAGEReady for your high performance computing needs, a WD Blue™ 3D NAND SATA SSD offers high capacity, enhanced reliability, and blazing speed.High capacity with enhanced reliabilityA WD Blue 3D NAND SATA SSD uses 3D NAND technology not only for higher capacities (up to 2TB1)",101419,,,761924,87824933#35469349,0,True
55918296,,Audio Technica ATH-M50xWH Professional Studio Monitor Headphones,"Audio-Technica ATH-M50xWH Professional Studio Monitor Headphoneshe whiteATH-M50x Monitor HeadphonesfromAudio Technicaare designed for use in critical studio mixing and tracking as well as for DJ monitoring applications. They feature 45mm Neodymium drivers with copper-clad aluminum voice coils that provide an extended frequency response from 15Hz to 28kHz. The headphones have a circumaural, around-the-ear design that provides sound isolation in loud environments. The ATH-M50x's ear cups can be swiveled 90-degrees, allowing for single-ear monitoring. The headphones have a detachable single-sided cable system, and a 3-meter coiled cable, a 3-meter straight cable, and a 1.2-meter straight cable are included. When not in use,",1.69E2,USD,,1084160,74908666,,Audio Technica ATH-M50x Professional Monitor Audiophile Headphones - Black,"Audio-Technica ATH-M50X Professional Studio Headphones - Black - On-Ear - Closed-back dynamic - 45mm Neodymium Drivers - 15 ~ 28,000 Hz Frequency Response - 38 ohms impedance - 1,600mW at 1 kHz max input power - Interchangeable cables: detachable 1.2M - 3.0M coiled cable, detachable 3.0M straight cable and detachable 1.2M straight cable - 3.5mm with 6.3 mm (1/4"") screw-on adapter - 1 Year Manufacturer WarrantyPure. Professional. Performance.As the most critically acclaimed model in the M-Series line, the ATH-M50 is praised by top audio engineers and pro audio reviewers year after year. Now, the ATH-M50x professional monitor headphones feature the",369,NZD,,1889634,55918296#74908666,0,True
64536135,,"DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-P","DVR 8 canale, Turbo HD, 6MP, PoC, Hikvision DS-7208HQHI-K2-PDS-7208HQHI-K2-P este un DVR Turbo HD Hikvision cu 8 canale FullHD care functioneaza cu camere de supraveghere: de pana la 6MP pentru camere IP si 3MP pentru camereTurbo HD (canalele 1 si 2). Transmisia de semnal HDTVI se face la maxim 800 m pentru 1080P si 1200 m pentru 720P. Suporta vizualizarea simultana a 8 canale local cat si la distanta prin Internet de pe PC, Smartphone folosind aplicatiile dedicate (iVMS-4500). Utilizeaza simultan camere HDTVI, AHD, HDCVI, CVBS si IPSpecificatii tehnice DVR Hikvision DS-7208HQHI-K2-P :Video/Audio InputAudio Input: 8-chVideo Compression: H.265 Pro+/H.265 Pro/H.265/H.264+/H.264Analog",687,LEI,,28399,90795718,Hikvision,"DVR HDTVI 32 canale Turbo HD Full HD Hikvision DS-7332HQHI-K4 HD-TVI / AHD / CVI + 8 canale IP de pana la 6MP, 4xSATA","DVR HDTVI 32 canale Turbo HD Full HD Hikvision DS-7332HQHI-K4 HD-TVI / AHD / CVI + 8 canale IP de pana la 6MP, 4xSATA",2389.99005,RON,,3034024,64536135#90795718,0,True
43742368,,TAG HEUER MONACO AUTOMATIC CHRONOGRAPH,Calibre 11 - Automatic Chronograph,5.9E3,USD,,556904,18137846,,TAG Heuer Automatic Chronograph Watch CBG2A1Z.BA0658,TAG Heuer Automatic Chronograph Watch CBG2A1Z.BA0658,6550,USD,,1434374,43742368#18137846,0,True
42516046,TP-Link,TP-Link EAP225 Outdoor Access Point,,949,SEK,,233795,74927976,,TP-Link AC1200 Wireless MU-MIMO Gigabit Indoor/Outdoor Access Point (EAP225-Outdoor) AC1200 Outdoor,Up to 1200Mbps with 22 MU-MIMO technology. The EAP225-Outdoor provides stable wireless coverage at a range up to 200m+ at 2.4GHz and 300m+ at 5GHz in outdoor settingsHigh transmission power and high gain antennas provide a long-range coverage areaFree Windows/Linux based Omada Controller software enables administrators easily manage hundreds of EAPs (Software needs to be downloaded and installed using the official TP-Link website)Captive portal provides a convenient method for guest authentication with Omada Controller software enabled802.3af/Passive PoE (PoE Adapter Included) compatible and simple mounting design allow for flexible deployment and convenient installationStyle:AC1200 Outdoor EAP225-Outdoor supports simultaneous dual band speed ofup,2771,ZAR,,6665678,42516046#74927976,0,True
34301207,,"Western Digital Blue PC SSD 2.5\"" 7mm 250GB","Upgraded storage for high end performanceReady for your high performance computing needs, a WD Blue SSD offers optimized storage with blazing speed and leading-edge reliability.Superior PerformanceWith read speeds up to 545MB/s and write speeds up to 525MB/s, WD Blue SATA SSDs deliver fast system boot times and less load time.Leading-Edge ReliabilityAn endurance",470,MYR,,483248,22109936,Western Digital,Western Digital Blue SSD 250GB SATA M.2 2280 WDS250G2B0B,,220.50,PLN,,3065693,34301207#22109936,0,True
84429009,,"UBIQUITI - UVC G3 Bullet Camera, 3-pack","UBIQUITI UVC G3 Bullet Camera, 3-pack (UVC-G3-BULLET-3) - Type: Kamera",4715.00,NOK,,64482,76024362,,Ubiquiti UniFi Video Camera G3 FLEX 3-Pack UVC-G3-FLEX-3 Ubiquiti,,200.00,EUR,,266703,84429009#76024362,0,True
25877530,,Cheap Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01,Top AAA replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01 wholesale from China with cheap price.,,,,67840743,48484532,,Buy Quality Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02,Quality AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.1000OR.02 from online store for sale.,,,,14143134,25877530#48484532,0,True
8343900,,Jabra Biz 2400 II Mono 3-1 NC IP 2486-820-209,"****CONTACT US FOR SPECIAL PRICING OPTIONS****The Jabra Biz 2400 corded headsets give you maximum flexibility for your business.Employees can choose the wearing style that works best for themKeeps background noises from disrupting conversations with customersA durable choice with a break-proof boom armThe mono version comes with three different wearing styles, giving your employees the freedom of choice and ensuring quick user adoption. Its noise canceling features filter out background noise, helping you create a more professional environment for your employees and customers.General InformationProduct Name Jabra Biz 2400 II Mono 3-1 NC IpManufacturer Part Number 2486-820-209Product Line BIZProduct Series 2400Product Type",189.00,USD,,5673093,78989521,,BIZ 2400 II Duo IP Flex,"Jabra BIZ 2400 II QD Duo NC WideBand, Casque, Arceau, Bureau/Centre d'appels, Noir, Binaural, 1 m",191.04,EUR,,472648,8343900#78989521,0,True
91929224,,Epson A4 Premium Glossy Photo Paper,"Glanset fotopapir, 255g/m2, 30 ark",181.00,NOK,,1601212,71230660,,Epson Premium Glossy Photo Paper 13x18cm,"High Gloss Finish, Bright White and Resin Coated, Smudge and Water resistant, 5""x7"" (13x18cm), 255gsm, 30 Sheets",11.49,GBP,,157548,91929224#71230660,0,True
50775039,,"Blaze 40-Inch Cart For 5-Burner Grill, Cart Only","Blaze presents to you the stainlesssteel grill cart that specificallydesigned to house Blaze 40-Inch 5 burner gas grill. It hastwo stainless steel side shelves toprovide a convenient work area while you cook.The Blaze grill cart also features two front doors with rounded handles to access the cabinet below the grill where you can store your propane tank, grill cover and BBQ accessories.The cart also has4 heavy duty casters that allows you to reposition the grill as in which ever way you please.OVERVIEW:Stainless steel constructionAdds practical storage2 side shelves4 heavy duty castersHolds BLZ-5-NG/LP and BLZ-5LTE2-NG/LP grill modelsLP Tank StorageDIMENSIONS: Width:63.38 Inch",5.1499E2,USD,,4325250,96037332,,"Blaze Cart For Professional 3-Burner Grill, Cart Only",Blaze presents to you the stainlesssteel grill cart that specificallydesigned to house the Blaze Professional 3 burner gas grill. This hastwo stainless steel side shelves intended tokeep your BBQ tools at hand and provide a convenient work area while you cook.The Blaze grill cart also features one front door with a rounded handle to access the cabinet below the grill where you can store your propane tank andtwo drawersto store your grill cover and BBQ accessories. The cart also has4 heavy duty casters that allows you to reposition the grill as in which ever way you please.OVERVIEW:Stainless steel constructionTwo drawers2,1.09999E3,USD,,6140563,50775039#96037332,0,True
79475473,,TURBO HD DVRDS-7216HQHI-K1 1080P,Turbo HD DVR•Support H.265 Pro+/H.265 Pro/H.265 video compression•Support HDTVI/AHD/CVI/CVBS/IP video input• Audio via coaxial cable•Max. 6/12/24 IP cameras input (up to 6 MP)•Max. 800 m for 1080p and 1200 m for 720p HDTVI signal transmission• Up to 10 TB capacity per HDD ,610000,TZS,,4045323,69996428,,DS-7204HQHI-K1 Turbo HD DVR,H.265+/H.265/H.264+/H.264 encoding for the main streamSelf-adaptive HDTVI/HDCVI/AHD/CVBS signal inputConnectable to H.265+/H.265/H.264+/H.264 IP camerasUp to 3 MP resolution for recordingHDMI output at up to 4K (3840 × 2160) resolution for DS-7216HQHI-K1Long distance transmission over UTP and coaxial cable4/8/16-ch synchronous playback,102.5233,EUR,,708269,79475473#69996428,0,True
41987114,Daniel Wellington,Daniel Wellington Mens Classic Sheffield 40mm Rose Gold Black DW00100007,,140.83,GBP,,3851409,26786850,Daniel Wellington horloges,Daniel Wellington Horloge Classic Sheffield Rose DW00100036,Daniel Wellington Horloge Classic Sheffield Rose DW00100036,135.20,EUR,,48610,41987114#26786850,0,True
81603750,NEW ERA,Czapka New Era 39THIRTY New York Yankees - 10298279,,136.41,PLN,,60449185,64692163,,Gorra New Era Clean Trucker 2 NY Yankees Cap,,2.19E1,EUR,,78575500,81603750#64692163,0,True
23211539,Samsung,Samsung Portable SSD T7 Touch 2TB - Zwart,"Portable SSD T7 Touch USB 3.2, NVMe, 1TB",429.00,EUR,,327893,98124674,Samsung,Samsung T7 Blue 2TB Portable SSD USB-C/A Gen2,"2TB Samsung T7 MU-PC2T0H/WW, Portable External SSD, USB 3.2 Gen2/Type-C, Bus Powered, Blue",341.99,GBP,,1252792,23211539#98124674,0,True
16421267,,WS-C2960X-24TD-L Cisco Catalyst 2960X Network Switch (New),"Condition: NEWAvailability: Stock AvailableCisco 2960X Ethernet Switch - 24 port switch - 24 x 10/100/1000 + 2 x 10 Gigabit SFP+ (WS-C2960X-24TD-L)Cisco Catalyst 2960-X series switch is the next generation of the world's most widely deployed access switches. It enables intelligent services such as application visibility; smart operations layer 3 routing and deliver best-in-class energy efficiency with up to 80 percent energy savings.GeneralDevice TypeSwitch - 24 ports - managed - stackableEnclosure TypeDesktop, rack-mountable 1USubtypeGigabit EthernetPorts24 x 10/100/1000 + 2 x SFP+PerformanceSwitching capacity: 216 Gbps ¦ Forwarding performance (64-byte packet size): 95.2 MppsCapacityActive VLANs: 1023Jumbo Frame Support9216 bytesMax Units In A",6.77E2,USD,,758825,23351642,Cisco,Cisco Catalyst WS-C2960X-24PD-L 24 Ports ManagedRack Mountable Switch,,0.00,GBP,,1412234,16421267#23351642,0,True
23055402,D-Link,Switch D-Link DGS-1210-24 20 p 10 / 100 / 1000 Mbps 4 x SFP,Switch D-Link DGS-1210-24 20 p 10 / 100 / 1000 Mbps 4 x SFP,138.87,EUR,,793378,53464814,,"D-Link DGS-1210-28P 24-port 1Gb Smart Switch, 4x SFP, PoE",,296.6,EUR,,56526,23055402#53464814,0,True
43411151,,WD 1TB My Passport Portable Hard Drive,WD 1TB My Passport Portable Hard Drive WD 1TB Black My Passport Portable External Hard Drive - USB 3.0 - WDBYNN0010BBK-WESN,8500.00,KES,,472560,67614478,,"Hard Disk Drive WD My Passport WDBYNN0010BRD, 1TB, USB 3.0, rosu",,,,,2807367,43411151#67614478,0,True
47070583,Kingston Digital,Kingston Digital Canvas Select 128GB microSD Card w/ Adapter (SDCS-128GB),"Kingston's Canvas Select microSD card is designed to be reliable, making it ideal for filming in HD and shooting hi-resolution photos. You can be confident that your memories will be safe when documenting life's adventures on your Android smartphone or point and shoot camera. This card has a 128GB capacity to provide plenty of space to capture an entire trip. Kingston Canvas cards are tested to be durable, so you can take them anywhere with confidence that your photos, videos, and other data will be protected, even in harsh or unstable conditions.Key Features128 GB storage capacity80MB/s read and 10MB/s write,",,,,854253,13253151,,Kingston SDCS Canvas Select Class10 microSD Memory Card - 64GB With Adapter,"Buy Kingston SDCS Canvas Select Class10 microSD Memory Card - 64GB With Adapter online at Rs. 2100 Buy complete range of MicroSD Cards on Vmart.pk, We Offer home delivery all over Pakistan.Kingston SDCS Canvas Select Class10 microSD Memory Card - 64GBWith AdapterCanvas SelectBring your HD videos to lifeKingston’s Canvas Select™ microSD card is designed to be reliable, making it ideal for filming in HD and shooting high-resolution photos on your Android™ smartphone. This card is tested to be durable2, so you can take it anywhere with the confidence that your photos, videos and other data will be protected. It’s available",1990,PKR,,53163,47070583#13253151,0,True
47317909,,TONER CANON CIAN CL707C 2.000 PAGINAS,TONER CANON CIAN CL707C 2.000PAG LBP 5000 5100,73.63818,EUR,,1813263,98859135,Znaka: Originlne,Originlny toner CANON CRG-707 C (Azrov),Originlny spotrebn materil pre tlaiarne CANON,77.9,EUR,,1813263,47317909#98859135,1,False
48521210,,Tissot T-Sport Seastar 1000 Chronograph Watch T1204171105100,,,,,1508649,81870804,,Tissot Seastar 1000 Men's Black Rubber Strap Watch,"This stylish Tissot timepiece is the ideal choice for the man who wishes to combine style with functionality. With its water resistance up to 300metres (1000 ft), and unidirectional ceramic bezel, all encased in a stylish design. The blue gradient dial boasts a trio of chronograph subdials, date display window at 4-o-clock for extra efficiency and is covered with scratch-resistant sapphire crystal. This swiss made watch is the perfect wrist companion for the discerning adventurous man.",430,GBP,,1167881,48521210#81870804,0,True
56034511,TP-Link,TP-Link AC600 T2U Wireless USB Nano Adapter,TP-Link AC600 T2U Wireless USB Nano Adapter,12.95,EUR,,373003,22685310,TP-Link,TP-Link TL-WN725N Nano Wireless USB Adapter,,682,EUR,,97189,56034511#22685310,0,True
55157414,Samsung,Samsung CLT-K406S Black Original Standard Yield Toner Cartridge,,72.71,USD,,3240283,35100344,,Cartus compatibil Samsung CLT-K406S,"Cartus compatibil Samsung CLT-K406S pentru Samsung CLP 360, CLP 365, CLP 365W, CLP 368, CLX 3300, CLX 3305, CLX 3305FN, CLX 3305FW, CLX 3305W, CLX 3306, Samsung Xpress C410W",89.25,RON,,3240283,55157414#35100344,1,False
53521572,,"Garmin fenix5 Gray Optic, Black band",,13990.00,CZK,,139209,5092599,,"Garmin fenix5S Sapphire Black Optic, Black band",,9790.00,CZK,,1406172,53521572#5092599,0,True
96888760,,"Jabra Biz 2400 II Mono 3-1, NC, 82 mic, QD",,12500,PHP,,2148042,7383990,,"Jabra BIZ 2400 II Duo - Mic. 82 NC, Wideband",Jabra BIZ 2400 II QD Duo is a stereo headset with QD (Quick Disconnect) plug that provides instant connectivity to a wide range of desk phone systems. Works with Deskphones.,400.00,AUD,,472648,96888760#7383990,0,True
35759560,,Apple - AirPods with Wireless Charging Case (Latest Model) - White,,159,USD,,1994510,40845396,Apple,Apple AirPods with Wireless Charging Case (2nd Generation) - White,"AirPods with Wireless Charging Case (2nd Generation) - White. The new AirPods deliver the wireless headphone experience, reimagined. Just pull them out of the charging case and theyre ready to use with your iPhone, Apple Watch, iPad, or Mac.",139.99,USD,,1994510,35759560#40845396,1,False
47293324,Evans,"Evans EC2 Clear Drum Head, 8 Inch","Evans clear EC2 series features two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size head. The Sound Shaping Technology (SST) Edge Control ring mounted on the underside delivers an extremely well balanced and pre-EQ'd sound across the full kit by varying the size of the ring for each different head size.Evans Level 360 technology is incorporated to extend the level playing surface of the drumhead, 360 degrees around the drum. The vertically enhanced collar design guarantees even contact with the critical bearing edge of the drum shell, resulting in: ease",$13.99,USD,,2453362,1136383,,"Evans EC2 Clear Drum Head, 14 Inch","Evans™ EC2™ series features two plies of 7mil film with optimized attack, tone, length of sustain and ease of tuning for each size head. The Sound Shaping Technology (SST™) Edge Control ring mounted on the underside delivers an extremely well balanced and pre-EQ'd sound across the full kit by varying the size of the ring for each different head size.",2.399E1,USD,,949458,47293324#1136383,0,True
3223487,SAMSUNG,"SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM","SAMSUNG 970 EVO PLUS M.2 2280 500GB PCIe Gen 3.0 x4, NVMe 1.3 V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-V7S500B/AM",89.99,USD,,416703,57298257,,Samsung 970 EVO 500GB - NVMe PCIe M.2 2280 SSD | MZ-V7E500BW,"The SSD that goes furtherAccelerate into next-gen computing. The Samsung 970 EVO delivers breakthrough speeds, best-in-class reliability, and a broad range of capacity options up to 2TB*. The latest V-NAND, new Phoenix controller, and Intelligent TurboWrite technology enhance high-end gaming and 4K & 3D graphic editing.At a Glance:Superior NVMe Read/Write performanceSamsung's V-NAND reliability",5.1975E2,AED,,1929047,3223487#57298257,0,True
