id_left,brand_left,title_left,description_left,price_left,priceCurrency_left,specTableContent_left,cluster_id_left,id_right,brand_right,title_right,description_right,price_right,priceCurrency_right,specTableContent_right,cluster_id_right,pair_id,label,is_hard_negative
53937881,,Gigabyte Radeon RX 5500 XT OC 4G,"Grafikkort, PCI-Express 4.0, 4GB GDDR6, Navi",2299.00,SEK,,1857431,62460477,,Gigabyte GeForce GTX 1650 SUPER OC 4G GDDR6,,799,PLN,,1349881,53937881#62460477,0,True
25641839,,Original Epson T0487 Ink cartridge Multipack,Original Epson T0487 Ink cartridge Multipack,109.62,GBP,,2334631,35527544,Epson,Compatible Epson T1285 BK/C/M/Y Multipack of Ink Cartridges (T1285BKCMYMULTICOM),,9.99,GBP,,161548,25641839#35527544,0,True
96920840,,Jabra Evolve 40 UC Mono Bedrade Usb A Office Headset,USB,72.85,EUR,,5313,36616040,Jabra,Jabra Evolve 20 SE Mono MS USB Corded PC Headset,Jabra Evolve 20 SE Mono MS USB Headset from Headset Store. Next Day Delivery. Part Code:4993-823-309,47.99,GBP,,1695227,96920840#36616040,0,True
8401004,TP-Link,TP-LINK T1700G-28TQ Managed L2+ Gigabit Ethernet (10/100/1000) Zwart,"24x RJ-45, 10/100/1000Mbps, 4x 10G SFP+ Slots, 128Gbps Capacity, 2.8kg",237.70,EUR,,3403774,89362627,Asus,Asus ROG Strix X570-F Gaming AMD AM4 X570 Chipset ATX Motherboard - Ryzen 3 Ready,"ATX, Dual Channel DDR4, 3 x PCIe 4.0 x16, 2 x PCIe 4.0 x1, 2 x M.2, 8 x Sata 3, Intel Lan, Asus Aura",249.98,GBP,,80156,8401004#89362627,0,False
34472445,,"Crucial MX500 250 GB Solid State Drive CT250MX500SSD1 - SATA (SATA/600) - 2.5\"" Drive - Internal",,67.99,USD,,672125,4563586,Brother,Brother [TN-200] black Toner,Tonerkassette (TN-200)Tonerkassette TN-200 für 2.200 Seiten bei 5% Deckung.Dieses Produkt ist für folgende Drucker geeignet:Brother HL 720 Laserplus | Brother HL 730 Laserplus | Brother HL 760 Laserplus | Brother FAX 8000 P | Brother MFC-9500 | Brother HL 700 | Brother FAX 8200 P | Brother MFC-4550 | Brother MFC-9050 | Brother FAX 8250 P | Brother FAX 8050 P | Brother FAX 800 P | Brother HL 730 Laserplus DX | Brother MFC-4550 MC | Brother MFC-6550 MC | Brother MFC-7550 MC | Brother Omnifax L 620 | Brother Omnifax L 620 E | Brother Intellifax 3550 |,39.70,EUR,,5223239,34472445#4563586,0,True
96411432,Cooler Master,Coolermaster N300 Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,Cooler Master N300 Black Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,41.99,GBP,,2074244,69281741,,Shimano HG601 Road/MTB Chain 11-Speed Sil-Tec w/Quick Link,Standard Shimano chain for 11-speed road/MTB drivetrains.,59.99,NZD,,1124550,96411432#69281741,0,True
73147765,,DISCO DURO EXT USB3.0 2.54TB WD MY PASSPORT NEGRO,"Western Digital My Passport 4TB, Unidad de disco duro, 3.0 (3.1 Gen 1), Micro-USB B, Windows 10 Education, Windows 10 Education x64, Windows 10 Enterprise, Windows 10 Enterprise x64, Wi, 256-bit AES, Negro",127.56,EUR,,3880206,23346990,Jabra,Jabra Evolve 20 UC Mono Corded USB Headset,Buy the Jabra Evolve 20 UC Mono Headset from Headset Store. Next Day Delivery. MPN: 4993-829-209,41.99,GBP,,1588415,73147765#23346990,0,False
72004049,,Samsung Portable SSD T7 MU-PC2T0Hsolid state drive - 2 TB - USB 3.2 Gen 2,"External storage, evolvedTransfer in a flashSecure with a touch",330.35,GBP,,1252792,47478087,,"Samsung T7 Touch 1TB Portable SSD ,USB 3.2 Gen 2 (10Gbps) , Up to1050MB/s, Fingerprint Encryption -- Silver Color","Samsung T7 Touch 1TB Portable SSD ,USB 3.2 Gen 2 (10Gbps) , Up to1050MB/s, Fingerprint Encryption -- Silver Color",3.9899E2,NZD,,1307351,72004049#47478087,0,True
91193296,Manfrotto,Manfrotto Befree Advanced Travel Aluminum Tripod with 494 Ball Head,"Please Check Stock availabilityProduct HighlightsLoad Capacity: 17.6 lbMax Height: 59.1\""Folded Length: 15.7\""Leg Sections: 4Weight: 3.6 lb494 Ball Head with Pan & Friction KnobsRC2 and Arca-Type Compatible QR PlateQPL Lever Leg LocksEasy Link Attachment and Integrated HookThree Leg Angles with Side-Pull SelectorOVERVIEWOverviewSporting a 17.6 lb load capacity at a weight of only 3.6 lb, this black and orange Befree Advanced Travel Tripod from Manfrotto is specially designed for the Sony Alpha a7 and a9 cameras, featuring matching graphics and a dedicated quick release plate. It is made of aluminum alloy and reaches a maximum height of 59.1\"" with its column extended,",4995.0,ZAR,,943488,59929353,,JABRA EVOLVE 65 UC MONO c/w LINK 360,7% GST excluded.,255.68,SGD,,1409979,91193296#59929353,0,False
70272012,Shimano,Shimano Shimano CN-HG601 11 Speed Chain,,39.99,USD,,1124550,69401250,Shimano,Shimano 105 R7000 11 Speed Rear Derailleur,"Shimano 105 R7000 Series will empower more riders than ever before to embrace the sport of road cycling. It will become the supportive groupset that beginner riders choose to help them train for, and ride in more serious races. By combining trickle down technology with a greater accessibility, SHIMANO 105 will continue to motivate and inspire more riders than ever to go after greater challenges.For our full range of Components visit Evans Cycles",£48.00,GBP,,1323492,70272012#69401250,0,True
80380534,,RAM Suction Cup Double Base without ball,FEATURES RAM Twist-Lock dual suction cup base is ideal for vehicle windshields and other nonporous surfaces Includes plate adapter featuring the universal AMPS hole pattern compatible with a variety of RAM bases Made of high-strength composite and powder-coated steel for durability and reliability in the most demanding environments Backed by a lifetime warranty,7900,ISK,,4656590,84771715,,Length double socket arm- RAM,"The RAM-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1\"" ball bases. RAM socket technology allows for almost infinite adjustment and perfect viewing angles.","10,83 €",EUR,,394619,80380534#84771715,0,True
39152734,,CORSAIR CARBIDE SPEC-01 Mid-Tower Gaming Case with Red LED Fan | CC-9011050-WW,"The Essential Gaming PC Case.Carbide Series SPEC-01 is proof that great looks, smart design, and durable construction don’t need to be pricy, and that basic doesn’t need to be boring. You get aggressive styling, a huge side panel window for admiring your components, and an LED-lit front intake fan that draws cool air directly to your graphics cards.Inside, there’s room for up to five fans, and the four combination hard drive / SSD trays make storage installation and upgrades quick and easy. Cable routing cutouts help you reduce clutter, and the built-in dust filters help protect your components. Up front,",210,AED,,195552,18787691,,Corsair Carbide 175R Mid Tower Gaming Case - Black USB 3.0,Order from CCL - The CORSAIR Carbide Series 175R RGB TG Mid-Tower ATX case with 1x RGB cooling fan and clean line design,5.817E1,GBP,,643961,39152734#18787691,0,True
56392806,,ASUS AMD RADEON RX 5500 XT DUAL EVO OC 8GB GDDR6 RDNA PCIe 4.0 GRAPHICS CARD,Key FeaturesAMD Radeon RX 5500 XT8GB GDDR6 MemoryClock 1737 MHz3x DisplayPort | 1x HDMIAxial-tech Fan Design90YV0DV1-M0NA00,5079.00,ZAR,,2326232,84836014,ASUS,Asus RadeonTUF 3 RX5700 XT Gaming 8 GB DDR6 OC,Asus RadeonTUF 3 RX5700 XT Gaming 8 GB DDR6 OC,480,EUR,,649471,56392806#84836014,0,True
61690853,,CORSAIRMl140 Pro Rgb 140mm Premium Magnetic FAN CO-9050077-WW,Corsair ML140 PRO RGB 140mm Premium Magnetic Levitation RGB LED PWM Fan Single Pack (Embargo Nov 16),56,AUD,,264505,48406238,Cooler Master,Cooler Master Corsair ML120 PRO LED Red 120mm Fan CO-9050042-WW,,44.99,CAD,,971833,61690853#48406238,0,True
76393833,,Crucial BX500 - solid state drive - 120 GB - SATA 6Gb/s,"Ever wonder why your phone responds faster than your computer? It's because your phone runs on flash memory. Add flash to your laptop or desktop computer with the Crucial BX500 SSD, the easiest way to get all the speed of a new computer without the price. Accelerate everything.",28.99,USD,,744155,18057818,,"Kingston A400 2.5\"" 240GB SATA III Solid State Drive",Bargain SSD with a capacity of 240GB With Super Smooth performance due to it's SATA III interface and super Smooth 500Mbps read speed .,2.591E1,GBP,,335396,76393833#18057818,0,True
37484549,Dji,Dron dji mavic 2 pro rc camara portable quadcopter (cp.ma.00000019.01),,45652.07,MXN,,2957018,45357929,,Corsair Vengeance RGB LED Pro White DDR4 3000MHz 2x8GB(CMW16GX4M2C3000C15W),,29245,HUF,,1857840,37484549#45357929,0,False
16543090,,Samsung MLT-D103L Black Toner Cartridge (Compatible),"Our Samsung MLTD103L Black Toner compatible cartridges have been manufactured to the highest standards. Compared to buying Original Branded ink, our Samsung laserjet compatible cartridges are the best deal on the Irish market today! Buy it now to ensure the best value for money available online! Colour: BlackIncluded: Black x 1 Page Yield:2,500 Warranty: 3 years Shipping: Free",36.38,EUR,,1467531,77765924,,Copyway Compatible Toner Samsung CLT-K406S Black - Premium,Yield Page : 1500Printers to be used with : SAMSUNG CLP-360/365/366/365W/368SAMSUNG CLX-3300/3305/3305W/3305FW/3305FN,17.00,USD,,3240283,16543090#77765924,0,True
19216477,,Šiltovka New Era NFL New Orleans Saints 9Fifty Cap,,3.99E1,EUR,,57147200,8681806,,New Era Clean Trucker Chicago Bulls Cap Baseball sapka,,8550,HUF,,46857262,19216477#8681806,0,True
54746544,Epson,Epson Tintenpatrone photo schwarz T 157 T 1571,Epson Tintenpatrone T1571 Photo Black Ultra Chrome K3,,,,163669,54164067,,Epson 13x18 Premium Glossy Photo Paper,"Glanset fotopapir, 255g/m2, 30 ark",140.00,NOK,,157548,54746544#54164067,0,True
16111692,APC by Schneider Electric,APC Smart-UPS 1000VA LCD 230V SMT1000I - SMT1000I,"APC Smart-UPS 1000VA LCD 230V SMT1000I - SMT1000I - Single Phase - ﻿SMT1000I Features APC Smart-UPS 1000VA LCD 230VIntelligent and efficient network power protection from entry level to scaleable runtime. Ideal UPS for servers, point-of-sale, routers, swi",7150,EGP,,2132160,19735735,Garmin,Garmin Venu - Black with Slate Hardware (010-02173-12),"Garmin VENU AMOLED GPS Smartwatch - Black with Slate HardwareFind a time and a place for every part of your active life with Venu™. This GPS smartwatch features a bright, beautiful display and a battery life of up to 5 days, so you can spend more timedoing the activities you love. Don’t waste time hunting down videos for your favourite workouts. Get on screen, animated strength, cardio, yoga and Pilates workouts right on your wrist.With the broadest available range of 24/7 health monitoring features including respiration tracking, Body Battery™ energy monitor, Pulse Ox1 and more Venu can show you the",576.00,AUD,,982918,16111692#19735735,0,False
4493835,RAM MOUNTS,"RAM® Torque™ 1 1/8\"" - 1 1/2\"" Diameter Handlebar/Rail Base with C Size 1.5\"" Ball - RAM-408-112-15U","Description Specs & Features Instructions CompatibleWithThe RAM®Torque™handlebar and rail mounting base has a 1.5” rubber ball and accommodates bars 1 1/8” to 1 1/2” in diameter. Sizing inserts are included to provide a snug fit and protection of the rail. The mount utilizes nylon-insert locknuts to prevent loosening in high vibration environments.Mounting Base Dimensions:Accommodates rails 1 1/8\"" to 1 1/2\"" in diameter.Material:Powder Coated Marine Grade AluminumBall Size:1.5\"" Rubber Ball \""C\"" SizeNote:The \""U\"" in the part number reflects product packaged in poly bag.Weight:0.34 lbs.Torque Base Installation Guide- PDFCompatible Arms and MountsRAM Composite Double Socket Swivel Arm For C Size 1.5\"" Balls",21.99,USD,,279895,66113073,RAM Mounts,"RAP-B-224-1U - RAM Composite 3.3\"" Diameter Suction Cup Base with 1\"" Ball",,,,,5568458,4493835#66113073,0,True
90938642,,"Zebra 800015-101 Black Monochrome Ribbon - K - 1,000 prints","Zebra 800015-101 Resin Black (\""K\"") ribbons are monochrome (1-color) ribbons.Zebra 800015-101 black monochrome ribbons are primarily used for printing text and one-color line art on one or both sides of a card.Note: Black resin is needed to print readable barcodes.To maintain your Zebra card printer's warranty, genuine Zebra ribbons must be used. As an authorized Zebra Solution provider, ID Wholesaler only sells Genuine Zebra 800015-101 Black Monochrome Ribbon.ID Wholesaler offers a low price guarantee on black monochrome Zebra 800015-101 ribbon.Did you know that Zebra 800015-101 monochrome ribbons have a shelf life?When stored under proper conditions, Zebra 800015-101 black ribbons typically",13,USD,,5836450,86355040,,Zebra Black Monochrome Ribbon 800011-101 - 1000 Prints,,£12.99,GBP,,1542544,90938642#86355040,0,True
39152734,,CORSAIR CARBIDE SPEC-01 Mid-Tower Gaming Case with Red LED Fan | CC-9011050-WW,"The Essential Gaming PC Case.Carbide Series SPEC-01 is proof that great looks, smart design, and durable construction don’t need to be pricy, and that basic doesn’t need to be boring. You get aggressive styling, a huge side panel window for admiring your components, and an LED-lit front intake fan that draws cool air directly to your graphics cards.Inside, there’s room for up to five fans, and the four combination hard drive / SSD trays make storage installation and upgrades quick and easy. Cable routing cutouts help you reduce clutter, and the built-in dust filters help protect your components. Up front,",210,AED,,195552,96411432,Cooler Master,Coolermaster N300 Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,Cooler Master N300 Black Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,41.99,GBP,,2074244,39152734#96411432,0,True
96411432,Cooler Master,Coolermaster N300 Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,Cooler Master N300 Black Mid Tower Case with 2x 120mm SickleFlow Quiet Fans,41.99,GBP,,2074244,14721278,,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,د.ج.‏1٬750,DZD,,1164344,96411432#14721278,0,True
29035504,,Ubiquiti Networks UAP-AC-IW 5-pack WLAN toegangspunt 1000 Mbit/s Power over Ethernet (PoE) Wit,"Easier Than You ThinkIdeal for new and retrofit installations, the UniFi® AC In-Wall is designed to convert an Ethernet wall jack into a dual-band 802.11ac Wi-Fi access point with two Gigabit Ethernet ports.The Power of PoETurn existing wiring into per-room Wi-Fi with the UniFi PoE Switch series.** Requires Cat5e or higherVersatile Data and PoE OutputAn Ethernet wall jack becomes an access point, a gigabit switch, and a PoE power source.Wire a workstation and power a VoIP phone. Or power a US-8 for even more Ethernet ports.Simple and Scalable Device ManagementThe UniFi® Controller provides a graphical user interface for easyconfiguration and",4.8295E2,EUR,,1610496,60334696,,Ubiquiti Networks UniFi AC HD 1700Mbit/s Power over Ethernet (PoE) Wit WLAN toegangspunt,"Build your Wi-Fi network with the UniFi® AC HD Access Point, part of the Ubiquiti Networks® UniFi Enterprise Wi-Fi System. The UAP-AC-HD, is an indoor/outdoor, high-performance, 802.11AC Wave 2 dual-band access point, capable of throughput speeds of up to 2533 Mbps and a maximum range of up to 122 meters. Engineered from the ground up to take advantage of 802.11AC Wave 2, the UAP-AC-HD provides unparalleled multi-user support.",1.65895E3,EUR,,980563,29035504#60334696,0,True
42522284,,Storage Kingston Micro Duo USB3.0 16GB,System Specific,7.50,EUR,,70963,91193296,Manfrotto,Manfrotto Befree Advanced Travel Aluminum Tripod with 494 Ball Head,"Please Check Stock availabilityProduct HighlightsLoad Capacity: 17.6 lbMax Height: 59.1\""Folded Length: 15.7\""Leg Sections: 4Weight: 3.6 lb494 Ball Head with Pan & Friction KnobsRC2 and Arca-Type Compatible QR PlateQPL Lever Leg LocksEasy Link Attachment and Integrated HookThree Leg Angles with Side-Pull SelectorOVERVIEWOverviewSporting a 17.6 lb load capacity at a weight of only 3.6 lb, this black and orange Befree Advanced Travel Tripod from Manfrotto is specially designed for the Sony Alpha a7 and a9 cameras, featuring matching graphics and a dedicated quick release plate. It is made of aluminum alloy and reaches a maximum height of 59.1\"" with its column extended,",4995.0,ZAR,,943488,42522284#91193296,0,True
30567166,Hydro Flask,Hydro Flask Wide Mouth Drink Bottle - 946ml Black Flex Cap,Hydro Flask Wide Mouth Drink Bottle 946ml Black Flex Cap Available now for fast delivery. Same day dispatch. Free Shipping available. Lowest prices guaranteed.,64.00,AUD,,36023,22077951,,RAM Handlebar Mount w U-Bolt (RAM-B-149ZU),"Included:1 x RAM Standard Double Socket Clamp Arm B Size (RAM-B-201U)1 xRAM Diamond Base with 1\"" B Size Ball (RAM-B-238U)1 x RAM Rail Base with U-Bolt & 1\"" Ball (RAM-B-231ZU)TheRAM-B-149ZUincludesa zinc-coated U-Bolt base, a double socket arm, and a diamond adapter base (B Size).The diamond adapter base matches the industry standard AMPS hole pattern and will connect to a large variety of RAM Mountsas well as other third party cradles.Included in this package is hardware that will accommodate rails from 0.50\"" to 1.25\"" in diameter. A composite rail adapter can narrow the rail to a minimum width of 0.5”.SpecificationsU-Bolt accommodates",55.4,AUD,,399319,30567166#22077951,0,True
21918296,,Samsung C27F390 27in Full HD LED Monitor,The Samsung 27” curved monitor with 1. 8 m radius of arc wraps your field of vision like your local iMax theatre screen.,19632.440,PHP,,709380,80792673,,WEBCAM LOGITECH C920 NEGRA FULL HD,WEBCAM LOGITECH C920 NEGRA FULL HD 1080P 15MP,84.6395,EUR,,236410,21918296#80792673,0,True
78190984,Brother,Brother HL-L5200DW Business Laser Printer with Wireless Networking and Duplex Printing - HL-L5200DW,"The Brother HL-L5200DW monochrome laser printer is perfect for offices and small workgroups looking for quality and reliability. It delivers cost-efficient, two-sided output thanks to a high-yield replacement toner cartridge. Plus, it quickly prints high-quality business documents up to 42ppm. Use the 250-sheet capacity paper tray for letter or legal-size documents, and print on envelopes and alternative media types from the 50-sheet capacity multi-purpose tray. For fewer refills, you can expand the paper capacity to 1,340 sheets with optional add-on trays. Easily share the printer on your wireless or Ethernet network and print with ease from a wide range of",275.98,USD,,4560116,4563586,Brother,Brother [TN-200] black Toner,Tonerkassette (TN-200)Tonerkassette TN-200 für 2.200 Seiten bei 5% Deckung.Dieses Produkt ist für folgende Drucker geeignet:Brother HL 720 Laserplus | Brother HL 730 Laserplus | Brother HL 760 Laserplus | Brother FAX 8000 P | Brother MFC-9500 | Brother HL 700 | Brother FAX 8200 P | Brother MFC-4550 | Brother MFC-9050 | Brother FAX 8250 P | Brother FAX 8050 P | Brother FAX 800 P | Brother HL 730 Laserplus DX | Brother MFC-4550 MC | Brother MFC-6550 MC | Brother MFC-7550 MC | Brother Omnifax L 620 | Brother Omnifax L 620 E | Brother Intellifax 3550 |,39.70,EUR,,5223239,78190984#4563586,0,True
52586114,,"Western Digital Blue PC 2.5\"" 250 GB Serial ATA III","250 GB, 2.5\"", SATA 6Gb/s, 540/500 MB/s",62.436001,EUR,,483248,77502844,,"Western Digital HDD USB3 1TB EXT. 2.5""/RED",,6.55E1,EUR,,2807367,52586114#77502844,0,True
34072942,,LaCie Rugged Thunderbolt USB-C 4TB,,,,,1073295,5624480,,Lacie 5TB Mobile Drive USB-C Moon Silver,,184.204801,EUR,,500837,34072942#5624480,0,True
7344796,,Karta VGA Asus Phoenix GeForce® GTX 1660 SUPER OC 6GB GDDR6 192bit DVI+HDMI+DP PCIe3.0,,1276.69,PLN,,137125,75776258,,Blaze 40-Inch Grill Cart For Traditional/LTE Gas Grills,"Blaze Grill Cart For 40-Inch Traditional/LTE Gas GrillsThis Blaze stainless steel grill cart is specifically designed to house the Blaze 40-Inch 5 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook.The Blaze grill cart also features two front doors with rounded handles to access the cabinet below the grill where you can store your propane tank, grill cover, and BBQ accessories.GRILL OVERVIEWStainless steel construction is durable in outdoor conditionsAdds practical storage for your BBQ accessories2 side shelves provide a convenient work area while grilling4 heavy",514.99,USD,,4325250,7344796#75776258,0,False
38112967,,HIKVISION DS-7216HQHI-K1 2 MEGAPIXEL (2MP) HYBRID 16 CHANNEL DVR,The HIKVISION DS-7216HQHI-K1 is the Fourth Generation TURBO 4 DVR. This DVR use H.264 and Duel stream video compression and uses a BNC interface for camera input. The TURBO range of DVRs are able to support up to 3MP HD-TVI Input on the first 2 BNC channels and 2MP (1080P on all other channels. This range of DVRs has both VGA and HDMI outputs with an output resolution of 1920 x 1080P and can record on the main stream 1080P in non real time and 720P resolution and below in real time. This DVR supports on HDD of up to,,,,4045323,35626804,,DVR Standalone HIKVISION DS-7204HQHI-K1,,309,RON,,708269,38112967#35626804,0,True
97491287,,ASUS Radeon RX 5500 XT Strix Gaming OC 8GB GDDR6,,1299,PLN,,1767558,56392806,,ASUS AMD RADEON RX 5500 XT DUAL EVO OC 8GB GDDR6 RDNA PCIe 4.0 GRAPHICS CARD,Key FeaturesAMD Radeon RX 5500 XT8GB GDDR6 MemoryClock 1737 MHz3x DisplayPort | 1x HDMIAxial-tech Fan Design90YV0DV1-M0NA00,5079.00,ZAR,,2326232,97491287#56392806,0,True
85704324,,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,"1,288.99",AUD,,393711,34423710,,SAMYANG24mm/1.4 ED AS UMC Nikon,,,,,404077,85704324#34423710,0,True
25251155,,Tissot T-Touch Expert Solar Watch T0914204605101,,,,,4560747,71785258,,watch only time man Tissot T-Sport T1204071104101,"Tissot Men's Time Only Watch From the T-Sport Collection of the Seastar 1000 Line. Watch Name: Tissot Seastar 1000 Powermatic 80 Silicium. Clock With 316L Steel Case Of Round Shape Of Size 43Mm With Thickness Of 12.7Mm And Distance Between The Lugs Of 21Mm. Case With Ceramic Bezel, Anti Rotation Bezel, Screw Back And Crown, Exposed Case Back And Scratch-resistant Sapphire Glass. The dial is blue with indexes. The strap is made of gray stainless steel and with standard closure with safety and underwater extension. Swiss Made Watch With Swiss Movement, Automatic And Automatic Feeding. Model: Powermatic 80.811. Power Reserve:",830.00,EUR,,3457955,25251155#71785258,0,True
19120777,TP-Link,TP-Link TL-SG1024DE 24port Gigabit Desktop Switch,"24xport, 24xGigabit",35455.86,HUF,,180905,14721278,,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,Cle Usb Wifi Tp-Link N300 Tl-Wn821n,د.ج.‏1٬750,DZD,,1164344,19120777#14721278,0,True
29597140,,DJI Mavic Part 6 Car Charger charge the Intelligent Flight Battery through a cars cigarette lighter port,DJI Mavic Part 6 Car Charger charge the Intelligent Flight Battery through a cars cigarette lighter port,59,NZD,,1430778,75228614,DJI,DJI CARCHARGERMAVICAIR CAR CHARGER F/MAVIC AIR,"With theDJI Car Charger for Mavic Airyou can charge your batteries on the go, away from mains power. Using your car's 12V outlet, a single battery can be charged in approximately 48 minutes.",0.0,USD,,1285552,29597140#75228614,0,True
63451176,,Omega Seamaster 215.32.46.51.01.001,,,,,1476532,53099378,,Zegarek Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm 215.30.46.51.01.001,Zegarek męski Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm215.30.46.51.01.001,28 413zł,PLN,,27649829,63451176#53099378,0,True
80706185,,Omega Seamaster Planet Ocean Automatic Black Rubber Watch 215.92.46.22.01.004,"stainless steel case, with a black dial. Black rubber Strap. automatic movement. sapphire crystal. 45.5mmx 45.5mmx 18mm case. 22mm band width. 600 meters water resistant. Omega Seamaster Planet Ocean Automatic Black Rubber Watch 215.92.46.22.01.004 Omega has made innumerable contributions to watch-making history, including the first watch on the moon, followed by five subsequent lunar landings, the first divers' watch, the world's only certified marine chronometer watch, the inventor of the James Bond watch, and more records for accuracy than any other watch company. Omega has also been the official timekeeper of the Olympic Games since 1932.",1.1088E4,USD,,1659308,53099378,,Zegarek Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm 215.30.46.51.01.001,Zegarek męski Omega Seamaster Planet Ocean 600M Co-Axial Chronograph 45.5mm215.30.46.51.01.001,28 413zł,PLN,,27649829,80706185#53099378,0,True
68752525,,"Battery replacement kit for BE550G-RS, BR550GI, BR650CI-RS (APCRBC110)",,2650,RUB,,1157842,40246805,,Akumulator APC Replacement battery cartridge #140,"APC Replacement Battery Cartridge #140 - UPS battery - 2 x Lead Acid 960 Wh - black - for P/N: SRT10KRMXLI, SRT192BP, SRT192BP2, SRT192RMBP, SRT192RMBP2, SRT8KRMXLI, SRT8KXLI",2608.46,PLN,,1144246,68752525#40246805,0,True
92324489,,Garmin Fenix 5 Multisport GPS Watch,"Compact GPS Wrist Watch Designed for Adventure!Garmin's Fenix 5 MultiSport GPS Watch is a top choice whether on the trail, on a run or even just heading into the office. A bright High Resolution Color Chroma display shows all your information at a quick glance. Aside from its sleek and stylish looks, the fenix 5 includes Elevate Wrist based heart rate, smart notifications, GPS and GLONASS Receivers and even a 3-Axis compass and barometric Altimeter.Available in 3 colors, the Fenix 5 comes in Slate Gray with a Black Band, Slate Gray with a Yellow Band or Silver with Granite Blue",299.95,USD,,139209,35570094,,"Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.","Adaptador WiFi N PCI Express 150 Mbps 20dBm, 802.11b/g/n Chipset Atheros, 1 Antena 2 dBi desmontable.",54,PEN,,466493,92324489#35570094,0,False
18787691,,Corsair Carbide 175R Mid Tower Gaming Case - Black USB 3.0,Order from CCL - The CORSAIR Carbide Series 175R RGB TG Mid-Tower ATX case with 1x RGB cooling fan and clean line design,5.817E1,GBP,,643961,65837617,Canon,Canon EF-M 18-150 / 3.5-6.3 IS STM schwarz,,429.00,EUR,,3160384,18787691#65837617,0,True
16637109,,RAM® X-Grip® Phone Mount with RAM® Torque™ Medium Rail Base,"OVERVIEWTake your mobile entertainment on the road with the new RAM® Torque™ handlebar and rail mounting base. We’ve paired a B-sized 1” rubber ball base that accommodates bars 3/4"" - 1"" in diameter with the dynamic X-Grip® for phones. Sizing inserts are included to provide a snug fit and offer additional protection for the rail. The mount utilizes nylon-insert locknuts to prevent loosening in high vibration environments. This low-profile mount is the perfect way to secure your personal electronics and small accessories in any high-vibration environment. The included X-Grip® cradle has a clean and clever four leg design that sports",115,SGD,,3692108,28556391,,RAM® Torque™ Large Rail Base,"Ball size: C Size 1.5"" Rubber BallAccommodates rails 1 1/8"" to 1 1/2"" in diameterPowder Coated Marine Grade Aluminum",27,EUR,,279895,16637109#28556391,0,True
81625274,Crucial,Crucial 4GB DDR4 2666 MT/s (PC4-21300) CL17 DR x8 Unbuffered SODIMM 260pin,,70.00,AED,,1892167,24449788,KINGSTON,Memoria Notebook Ddr4 4gb 2400mhz Kingston,,230.8,BRL,,352020,81625274#24449788,0,True
3280352,,RAM-B-224-1U - RAM 3.25Diameter Suction Cup Twist Lock Base with 1Ball,RAM-B-224-1U - RAM 3.25Diameter Suction Cup Twist Lock Base with 1Ball,32.95,AUD,,3553607,90202399,HP,HP stampante Color LaserJet Professional CP5225dn (CE712A#B19),stampante,1415.20,EUR,,1842162,3280352#90202399,0,False
75916482,,Kingston Canvas Select 128GB MicroSDXC card 80MB/s,"Bring your HD videos to life. Kingston’s Canvas Select™ microSD card is designed to be reliable, making it ideal for filming in HD and shooting high-resolution photos. You can be confident that your memories will be safe when documenting life’s adventures on your Android™ smartphone or point-and-shoot camera. It’s available in multiple capacities up to 256GB1, to provide plenty of space to capture an entire trip. Kingston Canvas cards are tested to be durable, so you can take them anywhere with the confidence that your photos, videos and other data will be protected, even in harsh or unstable conditions.2FEATURES/BENEFITSFull HD",13.37,GBP,,854253,71514700,Kingston,Kingston Canvas Select 64GB microSD kártya,,6990,,,53163,75916482#71514700,0,True
14737778,,"RAM Double U-Bolt Base with 2.25\"" Ball","The RAM-D-235U by RAM Mounts consists of a stainless steel double u-bolt base connected to a 2.25\"" diameter ball. The double u-bolt base will accommdate rails from 0.75\"" to 1.25\"" in diameter.Material: Powder Coated Marine Grade AluminumBall Size: 2.25\"" Rubber Ball \""D\"" Size",$64.05,AUD,,1571647,43443246,RAM,UNPKG RAM DBL SOCKET ARM B BALL A LENGTH,,22.00,EUR,,394619,14737778#43443246,0,True
18351112,Epson,"Epson Tinte T6368 Matt Black UltraChrome HDR, 700 ml",,260.20,EUR,,833964,80827079,Dymo,Dymo Tape D1 24mm Sort/Gul,,165,DKK,,103881,18351112#80827079,0,False
